id,name,availableTransports,transportAssociations,countryCode,state,timeZone,latitude,longitude
1,Aachen Hbf,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS', 'HIGH_SPEED_TRAIN', 'CITY_TRAIN', 'INTER_REGIONAL_TRAIN']","['AAV', 'VRS']",DE,NW,Europe/Berlin,50.7678,6.091499
1000,Burkhardswalde-Maxen,['REGIONAL_TRAIN'],['VVO'],DE,SN,Europe/Berlin,50.9251456,13.8383692
1001,Burkhardtsdorf,"['REGIONAL_TRAIN', 'BUS']",['VMS'],DE,SN,Europe/Berlin,50.733196,12.932137
1002,Bürstadt,['REGIONAL_TRAIN'],['VRN'],DE,HE,Europe/Berlin,49.645769,8.458188
1005,Buschow,['REGIONAL_TRAIN'],['VBB'],DE,BB,Europe/Berlin,52.592203,12.628996
1006,Büsenbachtal,['REGIONAL_TRAIN'],"['IAM', 'HVV']",DE,NI,Europe/Berlin,53.269595,9.858592
1008,Büsum,['REGIONAL_TRAIN'],['SH'],DE,SH,Europe/Berlin,54.133822,8.867113
1009,Buttenheim,"['REGIONAL_TRAIN', 'CITY_TRAIN']",['VGN'],DE,BY,Europe/Berlin,49.7993973,11.0137296
1011,Büttgen,"['REGIONAL_TRAIN', 'BUS', 'CITY_TRAIN']","['VRS', 'VRR']",DE,NW,Europe/Berlin,51.197208,6.605785
1012,Buttstädt,['REGIONAL_TRAIN'],"['NASA', 'VMT']",DE,TH,Europe/Berlin,51.126995,11.418412
1013,Butzbach,['REGIONAL_TRAIN'],['RMV'],DE,HE,Europe/Berlin,50.431156,8.669517
1014,Bützow,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS', 'HIGH_SPEED_TRAIN']",['VVW'],DE,MV,Europe/Berlin,53.837114,11.998194
1015,Buxtehude,"['REGIONAL_TRAIN', 'BUS', 'CITY_TRAIN']","['IAM', 'HVV']",DE,NI,Europe/Berlin,53.470491,9.688314
1016,Cadenberge,"['REGIONAL_TRAIN', 'BUS']",['IAM'],DE,NI,Europe/Berlin,53.768071,9.058163
1017,Cadolzburg,"['REGIONAL_TRAIN', 'BUS']",['VGN'],DE,BY,Europe/Berlin,49.460649,10.863611
1018,Cainsdorf,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.686559,12.496565
1019,Calau(Nl),"['REGIONAL_TRAIN', 'BUS']",['VBB'],DE,BB,Europe/Berlin,51.738118,13.97982
102,Altenhasungen,"['REGIONAL_TRAIN', 'CITY_TRAIN']",['NVV'],DE,HE,Europe/Berlin,51.34354,9.225737
1020,Calbe(Saale) Ost,"['REGIONAL_TRAIN', 'BUS']","['NASA', 'MAR']",DE,ST,Europe/Berlin,51.920693,11.810527
1021,Calbe(Saale) West,['REGIONAL_TRAIN'],"['NASA', 'MAR']",DE,ST,Europe/Berlin,51.905693,11.758783
1022,Calberlah,['REGIONAL_TRAIN'],"['IAM', 'VRB']",DE,NI,Europe/Berlin,52.427559,10.624914
1023,Caldern,"['REGIONAL_TRAIN', 'BUS']",['RMV'],DE,HE,Europe/Berlin,50.85297,8.670244
1025,Calw,['REGIONAL_TRAIN'],['VGC'],DE,BW,Europe/Berlin,48.714682,8.741854
1026,Camburg(Saale),"['REGIONAL_TRAIN', 'BUS']",['VMT'],DE,TH,Europe/Berlin,51.050857,11.70468
1027,Cammin(Meckl),['REGIONAL_TRAIN'],[],DE,MV,Europe/Berlin,53.439035,13.299645
1028,Capelle(Westf),['REGIONAL_TRAIN'],['WT'],DE,NW,Europe/Berlin,51.735268,7.61108
1029,Caputh-Geltow,"['REGIONAL_TRAIN', 'BUS']",['VBB'],DE,BB,Europe/Berlin,52.350295,12.984406
1032,Casekow,['BUS'],['VBB'],DE,BB,Europe/Berlin,53.213614,14.208187
1033,Castrop-Rauxel Hbf,"['REGIONAL_TRAIN', 'CITY_TRAIN']",['VRR'],DE,NW,Europe/Berlin,51.573526,7.30398
1034,Castrop-Rauxel Süd,['REGIONAL_TRAIN'],['VRR'],DE,NW,Europe/Berlin,51.5503,7.310186
1035,Castrop-Rauxel-Merklinde,['REGIONAL_TRAIN'],['VRR'],DE,NW,Europe/Berlin,51.527932,7.324314
1036,Celle,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'HIGH_SPEED_TRAIN', 'CITY_TRAIN']",['IAM'],DE,NI,Europe/Berlin,52.6204548,10.062468
1037,Cham(Oberpf),"['REGIONAL_TRAIN', 'BUS']",[],DE,BY,Europe/Berlin,49.221869,12.656832
1038,Chamerau,"['REGIONAL_TRAIN', 'BUS']",[],DE,BY,Europe/Berlin,49.196718,12.745258
104,Lennestadt-Altenhundem,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS']",['WT'],DE,NW,Europe/Berlin,51.104132,8.071517
1040,Chemnitz Hbf (Bahnhofstraße),"['REGIONAL_TRAIN', 'BUS']",['VMS'],DE,SN,Europe/Berlin,50.838222,12.929189
1040,Chemnitz Hbf,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS']",['VMS'],DE,SN,Europe/Berlin,50.839696,12.930877
1041,Chemnitz Kinderwaldstätte,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.884211,12.953568
1042,Chemnitz Mitte,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.826628,12.912587
1044,Chemnitz Süd,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.8237663,12.9261875
1046,Chemnitz-Borna Hp,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.859867,12.894459
1047,Chemnitz Erfenschlag,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.787603,12.950184
105,Altenkirchen(Westerwald),"['REGIONAL_TRAIN', 'BUS']","['VRM', 'VRS']",DE,RP,Europe/Berlin,50.684418,7.638257
1050,Chemnitz-Hilbersdorf,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.861934,12.953879
1051,Chemnitz-Reichenhain,"['REGIONAL_TRAIN', 'BUS']",['VMS'],DE,SN,Europe/Berlin,50.795077,12.935877
1052,Chemnitz-Schönau,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.818095,12.8765
1053,Chemnitz-Siegmar,"['REGIONAL_TRAIN', 'BUS']",['VMS'],DE,SN,Europe/Berlin,50.815561,12.84251
1055,Chorin,['REGIONAL_TRAIN'],['VBB'],DE,BB,Europe/Berlin,52.90354,13.869714
1056,Clarholz,"['REGIONAL_TRAIN', 'BUS']",['WT'],DE,NW,Europe/Berlin,51.898454,8.200835
1057,Clausnitz,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.755842,13.4986
1058,Cloppenburg,"['REGIONAL_TRAIN', 'BUS']",['IAM'],DE,NI,Europe/Berlin,52.843996,8.055763
1059,Coburg,"['REGIONAL_TRAIN', 'BUS', 'HIGH_SPEED_TRAIN']",[],DE,BY,Europe/Berlin,50.2629273,10.9573281
106,Altenmarkt(Alz),['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,47.999817,12.536027
1060,Coburg-Neuses,['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,50.2780001,10.951277
1061,Cochem(Mosel),"['INTERCITY_TRAIN', 'REGIONAL_TRAIN']",['VRM'],DE,RP,Europe/Berlin,50.153092,7.166738
1062,Coesfeld(Westf),['REGIONAL_TRAIN'],['WT'],DE,NW,Europe/Berlin,51.9398071,7.16368675
1063,Cölbe,"['REGIONAL_TRAIN', 'BUS']",['RMV'],DE,HE,Europe/Berlin,50.848159,8.787365
1068,Contwig,['REGIONAL_TRAIN'],['VRN'],DE,RP,Europe/Berlin,49.24528,7.427916
1069,Coppenbrügge,['REGIONAL_TRAIN'],['IAM'],DE,NI,Europe/Berlin,52.119521,9.537588
1070,Leipzig Coppiplatz,['CITY_TRAIN'],"['NASA', 'MDV']",DE,SN,Europe/Berlin,51.367074,12.366024
1071,Berlin Hbf (S-Bahn),['CITY_TRAIN'],['VBB'],DE,BE,Europe/Berlin,52.525592,13.369545
1071,Berlin Hbf (tief),"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'HIGH_SPEED_TRAIN', 'INTER_REGIONAL_TRAIN']",['VBB'],DE,BE,Europe/Berlin,52.525592,13.369545
1071,Berlin Hbf,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'HIGH_SPEED_TRAIN', 'INTER_REGIONAL_TRAIN']",['VBB'],DE,BE,Europe/Berlin,52.525592,13.369545
1072,Coschen,['REGIONAL_TRAIN'],['VBB'],DE,BB,Europe/Berlin,52.019844,14.718167
1073,Cossebaude,['REGIONAL_TRAIN'],['VVO'],DE,SN,Europe/Berlin,51.0850426,13.6321235
1075,Coswig(Anh),"['REGIONAL_TRAIN', 'BUS']","['NASA', 'MDV']",DE,ST,Europe/Berlin,51.888002,12.457625
1076,Coswig(b Dresden),"['REGIONAL_TRAIN', 'BUS', 'CITY_TRAIN']",['VVO'],DE,SN,Europe/Berlin,51.12281,13.579414
1077,Cottbus Hbf,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN']",['VBB'],DE,BB,Europe/Berlin,51.750957,14.324162
1079,Crailsheim,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS']",['KVSHA'],DE,BW,Europe/Berlin,49.137872,10.064326
108,Altenseelbach,['REGIONAL_TRAIN'],['WT'],DE,NW,Europe/Berlin,50.783837,7.992398
1080,Cranzahl,"['REGIONAL_TRAIN', 'BUS']",['VMS'],DE,SN,Europe/Berlin,50.511248,12.993028
1082,Creidlitz,"['REGIONAL_TRAIN', 'BUS']",[],DE,BY,Europe/Berlin,50.227174,10.982246
1083,Creußen(Oberfr),"['REGIONAL_TRAIN', 'BUS']",['VGN'],DE,BY,Europe/Berlin,49.84947,11.628443
1084,Crimmitschau,"['BUS', 'CITY_TRAIN']","['NASA', 'VMS']",DE,SN,Europe/Berlin,50.815068,12.392986
1086,Crivitz,['REGIONAL_TRAIN'],[],DE,MV,Europe/Berlin,53.572518,11.645071
109,Altenstadt(Hess),['REGIONAL_TRAIN'],['RMV'],DE,HE,Europe/Berlin,50.283398,8.943977
1094,Cursdorf,['REGIONAL_TRAIN'],[],DE,TH,Europe/Berlin,50.571871,11.132022
1095,Cuxhaven,"['REGIONAL_TRAIN', 'BUS']",['IAM'],DE,NI,Europe/Berlin,53.8609,8.703431
1096,Konz Mitte,['REGIONAL_TRAIN'],['VRT'],DE,RP,Europe/Berlin,49.70024,6.573757
1098,Dabendorf,"['REGIONAL_TRAIN', 'BUS']",['VBB'],DE,BB,Europe/Berlin,52.237332,13.43729
1099,Dachau Bahnhof,"['REGIONAL_TRAIN', 'CITY_TRAIN']",['MVV'],DE,BY,Europe/Berlin,48.254652,11.44426
11,Adelebsen,['REGIONAL_TRAIN'],"['VSN', 'IAM']",DE,NI,Europe/Berlin,51.57769,9.760044
110,Altenstadt(Iller),"['REGIONAL_TRAIN', 'BUS']",['DING'],DE,BY,Europe/Berlin,48.161191,10.109983
1100,Dachau Stadt,['CITY_TRAIN'],['MVV'],DE,BY,Europe/Berlin,48.266661,11.439761
1101,Dachrieden,['REGIONAL_TRAIN'],[],DE,TH,Europe/Berlin,51.2695208,10.4423225
1102,Dachwig,"['REGIONAL_TRAIN', 'BUS']",['VMT'],DE,TH,Europe/Berlin,51.072436,10.849686
1103,Dahl,['REGIONAL_TRAIN'],"['VRR', 'WT']",DE,NW,Europe/Berlin,51.303377,7.527898
1104,Dahlbruch,['REGIONAL_TRAIN'],['WT'],DE,NW,Europe/Berlin,50.970432,8.053456
1105,Dahlem(Eifel),['BUS'],['VRS'],DE,NW,Europe/Berlin,50.385752,6.550382
1106,Dahlen(Sachs),"['REGIONAL_TRAIN', 'BUS', 'CITY_TRAIN']","['NASA', 'MDV']",DE,SN,Europe/Berlin,51.350972,12.984253
1107,Dahlenburg,"['REGIONAL_TRAIN', 'BUS']","['IAM', 'HVV']",DE,NI,Europe/Berlin,53.169266,10.708804
1108,Dahlerbrück,['BUS'],['WT'],DE,NW,Europe/Berlin,51.25186,7.517001
1109,Dahlewitz,"['REGIONAL_TRAIN', 'BUS']",['VBB'],DE,BB,Europe/Berlin,52.326618,13.419579
111,Altentreptow,['REGIONAL_TRAIN'],[],DE,MV,Europe/Berlin,53.692233,13.242713
1114,Dalheim,"['REGIONAL_TRAIN', 'BUS']","['AAV', 'VRS']",DE,NW,Europe/Berlin,51.1491429,6.17859721
1115,Dallau,"['REGIONAL_TRAIN', 'CITY_TRAIN']","['HNV', 'VRN']",DE,BW,Europe/Berlin,49.388078,9.18755
1116,Dallgow-Döberitz,['REGIONAL_TRAIN'],['VBB'],DE,BB,Europe/Berlin,52.543554,13.059037
1121,Dannenberg Ost,"['REGIONAL_TRAIN', 'BUS']","['IAM', 'HVV']",DE,NI,Europe/Berlin,53.104997,11.117734
1122,Dannenwalde(Gransee),['REGIONAL_TRAIN'],['VBB'],DE,BB,Europe/Berlin,53.079756,13.180801
1123,Darching,['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,47.8707982,11.7772526
1125,Darlingerode,['REGIONAL_TRAIN'],['NASA'],DE,ST,Europe/Berlin,51.84908,10.733037
1126,Darmstadt Hbf,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS', 'HIGH_SPEED_TRAIN', 'CITY_TRAIN', 'INTER_REGIONAL_TRAIN']",['RMV'],DE,HE,Europe/Berlin,49.872503,8.629636
1127,Darmstadt Nord,['REGIONAL_TRAIN'],['RMV'],DE,HE,Europe/Berlin,49.892136,8.654311
1128,Darmstadt Ost,['REGIONAL_TRAIN'],['RMV'],DE,HE,Europe/Berlin,49.874743,8.673867
1129,Darmstadt Süd,"['REGIONAL_TRAIN', 'BUS']",['RMV'],DE,HE,Europe/Berlin,49.855426,8.636586
113,Altenwillershagen,['REGIONAL_TRAIN'],[],DE,MV,Europe/Berlin,54.259406,12.572818
1130,Darmstadt-Arheilgen,"['BUS', 'CITY_TRAIN']",['RMV'],DE,HE,Europe/Berlin,49.9134144,8.64555359
1131,Darmstadt-Eberstadt,"['REGIONAL_TRAIN', 'BUS']",['RMV'],DE,HE,Europe/Berlin,49.813922,8.62582
1132,Darmstadt-Kranichstein,['REGIONAL_TRAIN'],['RMV'],DE,HE,Europe/Berlin,49.906826,8.679359
1134,Dasing,['REGIONAL_TRAIN'],"['AVV', 'MVV']",DE,BY,Europe/Berlin,48.386243,11.052165
1135,Dattenfeld(Sieg),"['REGIONAL_TRAIN', 'BUS', 'CITY_TRAIN']",['VRS'],DE,NW,Europe/Berlin,50.80916,7.546252
1136,Dauenhof,['REGIONAL_TRAIN'],"['SH', 'HVV']",DE,SH,Europe/Berlin,53.852459,9.680659
1138,Daufenbach,"['REGIONAL_TRAIN', 'BUS']",['VRT'],DE,RP,Europe/Berlin,49.875969,6.639911
114,Altersbach,['REGIONAL_TRAIN'],[],DE,TH,Europe/Berlin,50.70064,10.544522
1140,Dausenau,['REGIONAL_TRAIN'],['VRM'],DE,RP,Europe/Berlin,50.326866,7.758212
1141,Davensberg,['REGIONAL_TRAIN'],['WT'],DE,NW,Europe/Berlin,51.8179438,7.59851575
1144,Dedenhausen,['REGIONAL_TRAIN'],"['IAM', 'VRB', 'GVH']",DE,NI,Europe/Berlin,52.432215,10.23873
1145,Dedensen-Gümmer,['CITY_TRAIN'],"['IAM', 'GVH']",DE,NI,Europe/Berlin,52.407049,9.521252
1146,Dedinghausen,['REGIONAL_TRAIN'],['WT'],DE,NW,Europe/Berlin,51.672359,8.398281
1149,Deggendorf Hbf,"['REGIONAL_TRAIN', 'BUS']",[],DE,BY,Europe/Berlin,48.83944,12.949727
115,Altglashütten-Falkau,['CITY_TRAIN'],['RVF'],DE,BW,Europe/Berlin,47.859392,8.114113
1151,Deidesheim,['REGIONAL_TRAIN'],['VRN'],DE,RP,Europe/Berlin,49.408349,8.192634
1152,Deining(Oberpf),['REGIONAL_TRAIN'],['VGN'],DE,BY,Europe/Berlin,49.203996,11.515572
1153,Deisenhofen,"['REGIONAL_TRAIN', 'BUS', 'CITY_TRAIN']",['MVV'],DE,BY,Europe/Berlin,48.019539,11.583597
1155,Delitzsch ob Bf,"['BUS', 'CITY_TRAIN']","['NASA', 'MDV']",DE,SN,Europe/Berlin,51.519703,12.34639
1156,Delitzsch unt Bf,"['REGIONAL_TRAIN', 'CITY_TRAIN']","['NASA', 'MDV']",DE,SN,Europe/Berlin,51.525227,12.345218
1157,Dellfeld,['REGIONAL_TRAIN'],['VRN'],DE,RP,Europe/Berlin,49.227782,7.469169
1158,Dellfeld Ort,['REGIONAL_TRAIN'],['VRN'],DE,RP,Europe/Berlin,49.238869,7.478162
1159,Delmenhorst,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS', 'HIGH_SPEED_TRAIN', 'CITY_TRAIN']","['VBN', 'IAM']",DE,NI,Europe/Berlin,53.052792,8.629758
116,Berlin-Altglienicke,['CITY_TRAIN'],['VBB'],DE,BE,Europe/Berlin,52.407299,13.558753
1160,Demitz-Thumitz,['REGIONAL_TRAIN'],['ZVON'],DE,SN,Europe/Berlin,51.1421413,14.2396223
1161,Demker,"['REGIONAL_TRAIN', 'BUS', 'CITY_TRAIN']",['NASA'],DE,ST,Europe/Berlin,52.518178,11.854733
1162,Demmin,['REGIONAL_TRAIN'],[],DE,MV,Europe/Berlin,53.90114,13.053954
1164,Densborn,"['REGIONAL_TRAIN', 'BUS']",['VRT'],DE,RP,Europe/Berlin,50.123918,6.600406
1165,Denzlingen,"['REGIONAL_TRAIN', 'CITY_TRAIN']",['RVF'],DE,BW,Europe/Berlin,48.068625,7.881434
1168,Weilerswist-Derkum,['REGIONAL_TRAIN'],['VRS'],DE,NW,Europe/Berlin,50.704964,6.81683
117,Althegnenberg,['REGIONAL_TRAIN'],"['AVV', 'MVV']",DE,BY,Europe/Berlin,48.236374,11.063003
1170,Dernau,[],"['VRM', 'VRS']",DE,RP,Europe/Berlin,50.529648,7.041527
1171,Dernbach(Westerw),"['REGIONAL_TRAIN', 'BUS']",['VRM'],DE,RP,Europe/Berlin,50.457225,7.783693
1172,Derneburg(Han),"['REGIONAL_TRAIN', 'BUS']",['IAM'],DE,NI,Europe/Berlin,52.096851,10.143719
1173,Dessau Hbf,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS', 'HIGH_SPEED_TRAIN', 'CITY_TRAIN']","['NASA', 'MDV']",DE,ST,Europe/Berlin,51.839865,12.234945
1174,Dessau Süd,"['REGIONAL_TRAIN', 'CITY_TRAIN']","['NASA', 'MDV']",DE,ST,Europe/Berlin,51.802196,12.236455
1176,Dessau-Alten,"['REGIONAL_TRAIN', 'BUS']","['NASA', 'MDV']",DE,ST,Europe/Berlin,51.825541,12.19334
1177,Dessau-Mosigkau,"['REGIONAL_TRAIN', 'BUS']","['NASA', 'MDV']",DE,ST,Europe/Berlin,51.814077,12.148546
1178,Halle Dessauer Brücke,"['REGIONAL_TRAIN', 'CITY_TRAIN']","['NASA', 'MDV']",DE,ST,Europe/Berlin,51.500123,11.982535
1180,Detmold,['REGIONAL_TRAIN'],['WT'],DE,NW,Europe/Berlin,51.940745,8.872859
1181,Dettelbach Bahnhof,['REGIONAL_TRAIN'],['VGN'],DE,BY,Europe/Berlin,49.788146,10.090359
1182,Dettingen(Main),"['REGIONAL_TRAIN', 'BUS']","['VAB', 'RMV']",DE,BY,Europe/Berlin,50.042556,9.036807
1183,Dettingen(Teck),['REGIONAL_TRAIN'],['VVS'],DE,BW,Europe/Berlin,48.616409,9.454878
1184,Dettum,['REGIONAL_TRAIN'],"['IAM', 'VRB']",DE,NI,Europe/Berlin,52.156874,10.6601286
1185,Deuben(Zeitz),['REGIONAL_TRAIN'],"['NASA', 'MDV']",DE,ST,Europe/Berlin,51.11053,12.068913
1186,Deuerling,['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,49.04164,11.914918
1187,Deuten,['REGIONAL_TRAIN'],"['VRR', 'WT']",DE,NW,Europe/Berlin,51.713087,6.97079
119,Altheim(Hess),['REGIONAL_TRAIN'],['RMV'],DE,HE,Europe/Berlin,49.923332,8.890906
1190,Deutzen,['CITY_TRAIN'],"['NASA', 'MDV']",DE,SN,Europe/Berlin,51.11443,12.419542
1192,Diebach,['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,50.128683,9.83766
1193,Hamburg Diebsteich,[],"['IAM', 'SH', 'HVV']",DE,HH,Europe/Berlin,53.568569,9.93426
1194,Dieburg,['REGIONAL_TRAIN'],['RMV'],DE,HE,Europe/Berlin,49.90369,8.839795
1196,Diedorf(Schwab),['REGIONAL_TRAIN'],['AVV'],DE,BY,Europe/Berlin,48.35609,10.776823
12,Adelschlag,['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,48.840759,11.211443
1200,Diepholz,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'HIGH_SPEED_TRAIN']","['VBN', 'IAM']",DE,NI,Europe/Berlin,52.604771,8.380334
1202,Gummersbach-Dieringhausen,"['REGIONAL_TRAIN', 'BUS']",['VRS'],DE,NW,Europe/Berlin,50.98542,7.542483
1204,Dieskau,['CITY_TRAIN'],"['NASA', 'MDV']",DE,ST,Europe/Berlin,51.4505938,12.0508969
1205,Dießen,['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,47.950818,11.10754
1206,Dietersheim,"['REGIONAL_TRAIN', 'BUS']",['VGN'],DE,BY,Europe/Berlin,49.556882,10.543103
1209,Dietmannsried,"['REGIONAL_TRAIN', 'BUS']",[],DE,BY,Europe/Berlin,47.812866,10.290481
121,Althof,['REGIONAL_TRAIN'],['VVW'],DE,MV,Europe/Berlin,54.090442,11.922341
1210,Dietzhausen,"['REGIONAL_TRAIN', 'BUS']",[],DE,TH,Europe/Berlin,50.599437,10.5969
1211,Diez,"['REGIONAL_TRAIN', 'BUS']",['VRM'],DE,RP,Europe/Berlin,50.370127,8.01962
1212,Diez Ost,['REGIONAL_TRAIN'],"['VRM', 'RMV']",DE,RP,Europe/Berlin,50.376044,8.038587
1213,Dillbrecht,['REGIONAL_TRAIN'],"['RMV', 'WT']",DE,HE,Europe/Berlin,50.801821,8.20377
1214,Dillenburg,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS']","['RMV', 'WT']",DE,HE,Europe/Berlin,50.734883,8.294088
1215,Dillingen(Donau),['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,48.581255,10.489167
1216,Dillingen(Saar),['REGIONAL_TRAIN'],['SAARVV'],DE,SL,Europe/Berlin,49.35271,6.72215
1217,Hamminkeln-Dingden,"['REGIONAL_TRAIN', 'BUS']",['VRR'],DE,NW,Europe/Berlin,51.770232,6.607872
1220,Dingolfing,"['REGIONAL_TRAIN', 'BUS']",[],DE,BY,Europe/Berlin,48.641606,12.48687
1222,Dinkelscherben,['REGIONAL_TRAIN'],['AVV'],DE,BY,Europe/Berlin,48.3422254,10.5880022
1223,Dinslaken,"['REGIONAL_TRAIN', 'BUS']",['VRR'],DE,NW,Europe/Berlin,51.567458,6.73803
1226,Dirmingen,['REGIONAL_TRAIN'],['SAARVV'],DE,SL,Europe/Berlin,49.415386,7.012377
1227,Dissen-Bad Rothenfelde,['REGIONAL_TRAIN'],"['IAM', 'WT']",DE,NI,Europe/Berlin,52.11192,8.185298
1228,Distelhausen,['REGIONAL_TRAIN'],['VRN'],DE,BW,Europe/Berlin,49.598233,9.683508
1229,Ditfurt,['REGIONAL_TRAIN'],['NASA'],DE,ST,Europe/Berlin,51.833482,11.186728
1231,Dittersbach,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.926837,13.068842
1232,Dittersdorf,"['REGIONAL_TRAIN', 'BUS']",['VMS'],DE,SN,Europe/Berlin,50.75139,12.978615
1233,Dittigheim,['REGIONAL_TRAIN'],['VRN'],DE,BW,Europe/Berlin,49.607964,9.674912
1234,Ditzingen,['CITY_TRAIN'],['VVS'],DE,BW,Europe/Berlin,48.823611,9.06705
1235,Dortmund-Lütgendortmund,['CITY_TRAIN'],"['VRR', 'WT']",DE,NW,Europe/Berlin,51.500735,7.334177
1236,Döbeln Hbf,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN']","['NASA', 'VMS', 'MDV']",DE,SN,Europe/Berlin,51.126568,13.094988
1239,Döberitz,['REGIONAL_TRAIN'],['VBB'],DE,BB,Europe/Berlin,52.524333,12.368462
124,Altmittweida,['REGIONAL_TRAIN'],['VMS'],DE,SN,Europe/Berlin,50.9687044,12.9596454
1240,Doberlug-Kirchhain,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS']",['VBB'],DE,BB,Europe/Berlin,51.620576,13.564241
1242,Doberschütz,"['REGIONAL_TRAIN', 'BUS', 'CITY_TRAIN']","['NASA', 'MDV']",DE,SN,Europe/Berlin,51.492237,12.745785
1245,Dodendorf,"['REGIONAL_TRAIN', 'BUS']","['NASA', 'MAR']",DE,ST,Europe/Berlin,52.048952,11.613086
1246,Dogern,['REGIONAL_TRAIN'],['WTV'],DE,BW,Europe/Berlin,47.608887,8.167356
1247,Döggingen,['CITY_TRAIN'],['MOVE'],DE,BW,Europe/Berlin,47.893654,8.441107
125,Altmorschen,['REGIONAL_TRAIN'],['NVV'],DE,HE,Europe/Berlin,51.067275,9.610756
1250,Dohna(Sachs),['REGIONAL_TRAIN'],['VVO'],DE,SN,Europe/Berlin,50.961188,13.855565
1254,Dollbergen,['REGIONAL_TRAIN'],"['IAM', 'GVH']",DE,NI,Europe/Berlin,52.417153,10.181657
1255,Dollern,['CITY_TRAIN'],"['IAM', 'HVV']",DE,NI,Europe/Berlin,53.545425,9.55808
1256,Dollnstein,['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,48.871425,11.079009
1257,Döllstädt,"['REGIONAL_TRAIN', 'BUS']",['VMT'],DE,TH,Europe/Berlin,51.084886,10.813398
1259,Dombühl,"['REGIONAL_TRAIN', 'CITY_TRAIN']",['VGN'],DE,BY,Europe/Berlin,49.25211,10.298523
126,Altomünster,['CITY_TRAIN'],['MVV'],DE,BY,Europe/Berlin,48.384918,11.255133
1262,Domnitz(Saalkr),"['REGIONAL_TRAIN', 'BUS']","['NASA', 'MDV']",DE,ST,Europe/Berlin,51.635225,11.839973
1263,Domsühl,['REGIONAL_TRAIN'],[],DE,MV,Europe/Berlin,53.485372,11.765869
1264,Donaueschingen,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'HIGH_SPEED_TRAIN', 'CITY_TRAIN']",['MOVE'],DE,BW,Europe/Berlin,47.947786,8.498919
1265,Donauwörth,"['INTERCITY_TRAIN', 'REGIONAL_TRAIN', 'BUS', 'HIGH_SPEED_TRAIN']",['AVV'],DE,BY,Europe/Berlin,48.714026,10.771443
1267,Dorfchemnitz,"['REGIONAL_TRAIN', 'BUS']",['VMS'],DE,SN,Europe/Berlin,50.6657911,12.8398687
1268,Dorfen Bahnhof,"['REGIONAL_TRAIN', 'BUS']",['MVV'],DE,BY,Europe/Berlin,48.267048,12.159686
127,Altötting,['REGIONAL_TRAIN'],[],DE,BY,Europe/Berlin,48.221242,12.67479
1270,Dörfles-Esbach,"['REGIONAL_TRAIN', 'BUS']",[],DE,BY,Europe/Berlin,50.282751,10.997756
1271,Dorfmark,"['REGIONAL_TRAIN', 'BUS']",['IAM'],DE,NI,Europe/Berlin,52.899139,9.771305
1272,Dorfprozelten,['REGIONAL_TRAIN'],"['VAB', 'RMV']",DE,BY,Europe/Berlin,49.779377,9.38216
1273,Dorheim(Wetterau),['REGIONAL_TRAIN'],['RMV'],DE,HE,Europe/Berlin,50.352702,8.79051
