id,description,operatorname,state,stateExplanation,type
1,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1,zu Gleis 6/7,DB Station&Service,ACTIVE,available,ELEVATOR
1,zu Gleis 8/9,DB Station&Service,ACTIVE,available,ELEVATOR
1,,DB Station&Service,INACTIVE,under construction,ELEVATOR
1,,DB Station&Service,INACTIVE,under construction,ELEVATOR
1,,DB Station&Service,INACTIVE,under construction,ELEVATOR
1,,DB Station&Service,INACTIVE,under construction,ELEVATOR
1014,GL.2/3 - UG,DB Station&Service,ACTIVE,available,ELEVATOR
1015,zu Gleis 2/3/4,DB Station&Service,UNKNOWN,monitoring disrupted,ELEVATOR
1015,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1020,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1020,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1033,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1033,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1036,zu Gl. 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1036,zu Gleis 6/7,DB Station&Service,ACTIVE,available,ELEVATOR
1036,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
104,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
104,von EG zu Tunnel,DB Station&Service,ACTIVE,available,ELEVATOR
104,zu Gleis 3,DB Station&Service,ACTIVE,available,ELEVATOR
1040,Zugang Dresdner Stra�e,Stadt Chemnitz,ACTIVE,available,ELEVATOR
1040,zu Gleis 5,Stadt Chemnitz,ACTIVE,available,ELEVATOR
1040,zu Gleis 11/12,DB Station&Service,INACTIVE,under construction,ELEVATOR
1040,zu Gleis 13/14,DB Station&Service,ACTIVE,available,ELEVATOR
1040,Textilhalle zu PTU,DB Station&Service,ACTIVE,available,ELEVATOR
1042,zum Gleis,DB Station&Service,ACTIVE,available,ELEVATOR
1044,zum Gleis,DB Station&Service,ACTIVE,available,ELEVATOR
1059,Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1059,Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1059,"Hausbahnsteig, Gleis 1",DB Station&Service,ACTIVE,available,ELEVATOR
1061,BSTG. 1 - GL.1,DB Station&Service,ACTIVE,available,ELEVATOR
1061,BSTG. 2 - GL.2/4,DB Station&Service,ACTIVE,available,ELEVATOR
1061,P&R FLÄCHE (STÄDTISCH),DB Station&Service,ACTIVE,available,ELEVATOR
1062,zu Gleis 7,DB Station&Service,ACTIVE,available,ELEVATOR
1062,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1062,zu Gleis 3,DB Station&Service,ACTIVE,available,ELEVATOR
1070,zum Gleis,DB Station&Service,ACTIVE,available,ELEVATOR
1070,zum Gleis,DB Station&Service,ACTIVE,available,ELEVATOR
1071,zu Gleis 7/8,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 7/8,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 7/8,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 7/8,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 7/8,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 7/8,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ESCALATOR
1071,Nicht Reisendenrelevant,DB Station&Service,ACTIVE,available,ELEVATOR
1071,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
1071,Nicht Reisendenrelevant,DB Station&Service,ACTIVE,available,ELEVATOR
1071,Gleis 7/8 (C/D) - 1.UG - EG,DB Station&Service,ACTIVE,available,ELEVATOR
1071,Gleis 1/2 (C/D) - 1.UG - EG,DB Station&Service,ACTIVE,available,ELEVATOR
1071,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
1071,FA 26 Gl. 11/12 West,DB Station&Service,INACTIVE,under maintenance,ELEVATOR
1071,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ESCALATOR
1071,FA 42 Lobby SW,DB Station&Service,ACTIVE,available,ELEVATOR
1071,FA 37 Lobby NW,DB Station&Service,ACTIVE,available,ELEVATOR
1071,von Parkhaus A zum 1. UG,DB Station&Service,ACTIVE,available,ELEVATOR
1071,von Parkhaus A zum 1. UG,DB Station&Service,ACTIVE,available,ELEVATOR
1071,von Parkhaus B zu EG,DB Station&Service,ACTIVE,available,ELEVATOR
1071,von Parkhaus B zu EG,DB Station&Service,ACTIVE,available,ELEVATOR
1071,von Parkhaus C zu 1.UG,DB Station&Service,ACTIVE,available,ELEVATOR
1071,von Parkhaus C zu 1.UG,DB Station&Service,ACTIVE,available,ELEVATOR
1071,Nicht Reisendenrelevant,DB Station&Service,ACTIVE,available,ELEVATOR
1071,Nicht Reisendenrelevant,DB Station&Service,ACTIVE,available,ELEVATOR
1071,FA 36 Lobby SO,DB Station&Service,ACTIVE,available,ELEVATOR
1071,Gleis 5/6 (C/D) - Gleis 11/12,DB Station&Service,UNKNOWN,monitoring disrupted,ELEVATOR
1071,Gleis 5/6 (C/D) - Gleis 13/14,DB Station&Service,ACTIVE,available,ELEVATOR
1071,Gleis 5/6 (C/D) - Gleis 15/16,DB Station&Service,ACTIVE,available,ELEVATOR
1071,Gleis 3/4 (C/D) - Gleis 15/16,DB Station&Service,ACTIVE,available,ELEVATOR
1071,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.OG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.OG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.OG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.OG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.OG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.OG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.OG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.OG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 13/14,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 11/12,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 11/12,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 13/14,DB Station&Service,INACTIVE,not available,ESCALATOR
1071,zu Gleis 13/14,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 13/14,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 11/12,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 11/12,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von EG zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 15/16,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 15/16 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 15/16,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 15/16 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1071,Gleis 3/4 (C/D) - Gleis 13/14,DB Station&Service,INACTIVE,not available,ELEVATOR
1071,Gleis 3/4 (C/D) - Gleis 11/12,DB Station&Service,ACTIVE,available,ELEVATOR
1071,von Gleis 1/2 zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
1071,von Gleis 1/2 zu 1.UG,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
1071,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
1076,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1076,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1077,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1077,zu Gleis 6,DB Station&Service,ACTIVE,available,ELEVATOR
1077,zum Gleis 7/8,DB Station&Service,ACTIVE,available,ELEVATOR
1077,zum Gleis 9/10,DB Station&Service,ACTIVE,available,ELEVATOR
1077,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1077,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1077,Ausgang Altstadt,DB Station&Service,ACTIVE,available,ELEVATOR
1084,zu Gleis 2,DB Station&Service,ACTIVE,available,ELEVATOR
1084,von EG zu Tunnel,DB Station&Service,INACTIVE,not available,ELEVATOR
1099,zu Gleis 1/3 + 2,DB Station&Service,ACTIVE,available,ELEVATOR
1099,zu Gleis 4,DB Station&Service,ACTIVE,available,ELEVATOR
1116,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1126,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ELEVATOR
1126,zu Gleis 7/8,DB Station&Service,ACTIVE,available,ELEVATOR
1126,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1126,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1126,zu Gleis 9/10,DB Station&Service,ACTIVE,available,ELEVATOR
1126,zu Gleis 11/12,DB Station&Service,ACTIVE,available,ELEVATOR
1129,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1131,zu Gl. 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1131,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1145,zu Bahnsteig Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1149,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1149,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1153,zu Gleis 1/2 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1153,zu Gleis 3/4 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1156,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1156,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1159,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1159,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
116,zu Gleis 1/2 (S-Bahn),DB Station&Service,INACTIVE,not available,ELEVATOR
1173,von Empfangshalle zu Tunnel,DB Station&Service,ACTIVE,available,ELEVATOR
1173,von EG zu Tunnel,DB Station&Service,ACTIVE,available,ELEVATOR
1173,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1173,zu Gleis 6/7,DB Station&Service,ACTIVE,available,ELEVATOR
1173,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1180,zu Gleis 1,DB Station&Service,UNKNOWN,monitoring disrupted,ELEVATOR
1194,zu Gleis 4/5,DB Station&Service,INACTIVE,under construction,ELEVATOR
1194,zu Gleis 2/3,DB Station&Service,INACTIVE,under construction,ELEVATOR
1194,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1200,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1202,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1204,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1216,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1216,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1223,Personenaufzug Bstg. 1,DB Station&Service,ACTIVE,available,ELEVATOR
1234,von EG zu Brücke,DB Station&Service,ACTIVE,available,ELEVATOR
1234,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1235,zu Gleis 1 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1235,zu Gleis 1 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1235,zu Gleis 1 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1235,von EG zu Zwischenebene,DB Station&Service,ACTIVE,available,ESCALATOR
1240,von Gleis 1 zu Gleis 4,DB Station&Service,ACTIVE,available,ELEVATOR
1240,von Gleis 1 zu Gleis 3,DB Station&Service,ACTIVE,available,ELEVATOR
1240,von Gleis 2 zu Gleis 3,DB Station&Service,ACTIVE,available,ELEVATOR
1259,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1259,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1264,zum Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1264,zum Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1264,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1265,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1265,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1265,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1265,zu Gleis 6/7,DB Station&Service,ACTIVE,available,ELEVATOR
1274,zu Gleis 1/10,DB Station&Service,ACTIVE,available,ELEVATOR
1274,zu Gleis 2/4,DB Station&Service,ACTIVE,available,ELEVATOR
1289,zum Gleis 8710,DB Station&Service,ACTIVE,available,ELEVATOR
1289,zum Gleis 11/16,DB Station&Service,ACTIVE,available,ELEVATOR
1289,Gleis 18/20,DB Station&Service,ACTIVE,available,ELEVATOR
1289,Aufzug Nordausgang,DB Station&Service,ACTIVE,available,ELEVATOR
1289,zum Gleis 21/23,DB Station&Service,ACTIVE,available,ELEVATOR
1289,Gleis 26/31,DB Station&Service,ACTIVE,available,ELEVATOR
1289,Gleis 21/23 West,DB Station&Service,ACTIVE,available,ESCALATOR
1289,Fahrtreppe Nordausgang,DB Station&Service,INACTIVE,under construction,ESCALATOR
1289,Gleis 26/31 aufwärts,DB Station&Service,ACTIVE,available,ESCALATOR
1289,Gleis 26/31 abwärts,DB Station&Service,ACTIVE,available,ESCALATOR
1289,Fahrtreppe zu Gleis 10,DB Station&Service,INACTIVE,under construction,ESCALATOR
1289,zu Gleis 2-5,DB Station&Service,ACTIVE,available,ELEVATOR
1289,Gleis 21/23 Ost,DB Station&Service,ACTIVE,available,ESCALATOR
1289,FAHRTREPPE ZU GLEIS 8,DB Station&Service,INACTIVE,under construction,ESCALATOR
1289,zu Gleis 11/16,DB Station&Service,ACTIVE,available,ESCALATOR
1289,zu Gleis 11/16,DB Station&Service,ACTIVE,available,ESCALATOR
1289,Gleis 18/20 östl.,DB Station&Service,ACTIVE,available,ESCALATOR
1289,Gleis 18/20 westl.,DB Station&Service,ACTIVE,available,ESCALATOR
1292,zu Gleis 2 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1292,zu Gleis 1 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1292,zu Gleis 2 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1292,zu Gleis 1 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1295,Fahrtreppe zu Gleis 1,DB Station&Service,ACTIVE,available,ESCALATOR
1295,Fahrtreppe zu Gleis 2,DB Station&Service,ACTIVE,available,ESCALATOR
1295,Fahrtreppe zu Gleis 1,DB Station&Service,ACTIVE,available,ESCALATOR
1295,zu Gleis 2,DB Station&Service,ACTIVE,available,ESCALATOR
1302,zu Gleis 1/2 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1304,von UG zu Gleis 3/4,DB Station&Service,INACTIVE,under construction,ESCALATOR
1304,Aufzug Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1304,Gleis 5/6,DB Station&Service,ACTIVE,available,ELEVATOR
1304,Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1304,zu Gleis 2 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1304,Gleis 2,DB Station&Service,UNKNOWN,monitoring disrupted,ELEVATOR
1304,von EG zu UG,DB Station&Service,ACTIVE,available,ESCALATOR
1304,von EG zu UG,DB Station&Service,ACTIVE,available,ESCALATOR
1304,von UG zu Gleis 5/6,DB Station&Service,ACTIVE,available,ESCALATOR
1304,zu Gleis 1 (S-Bahn),DB Station&Service,INACTIVE,not available,ESCALATOR
1305,zu Gleis 1 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1306,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1306,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1306,von EG zu Tunnel,DB Station&Service,ACTIVE,available,ELEVATOR
1311,zu Gleis 1/2 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1315,Zur Unterführung/Ausgang,DB Station&Service,ACTIVE,available,ELEVATOR
1320,Personenaufzug Gl. 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1322,zu Gleis 2 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1322,zu Gleis 1 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1324,Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
133,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
133,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1343,zu Gleis 13/14 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1343,zu Gleis 12 Abschnitt E/F,DB Station&Service,ACTIVE,available,ELEVATOR
1343,zu Gleis 13/14 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1343,zu Gleis 3 Abschnitt F,DB Station&Service,INACTIVE,under construction,ELEVATOR
1343,zu Gleis 1/2 Abschnitt E/F,DB Station&Service,ACTIVE,available,ELEVATOR
1343,zu Gleis 13/14 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1345,zu Gleis 1/2,DB Station&Service,UNKNOWN,monitoring disrupted,ELEVATOR
1345,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1347,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
1347,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
1347,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1348,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1351,zu Gleis 1/1a,DB Station&Service,ACTIVE,available,ELEVATOR
1351,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1352,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1352,von Empfangshalle zu Tunnel,DB Station&Service,ACTIVE,available,ELEVATOR
1352,zu Gleis 3/4 Abschnitt C/D,DB Station&Service,ACTIVE,available,ELEVATOR
1352,zu Gleis 5/6 Abschnitt B/C,DB Station&Service,ACTIVE,available,ELEVATOR
1352,zu Gleis 7/8 Abschnitt B/C,DB Station&Service,ACTIVE,available,ELEVATOR
1353,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1354,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1355,zum Bahnsteig,DB Station&Service,UNKNOWN,monitoring disrupted,ELEVATOR
1356,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1358,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1359,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1360,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1371,zu Gleis 1 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1374,zu Gleis 3/4 Abschnitt B/C,DB Station&Service,ACTIVE,available,ELEVATOR
1374,zu Gleis 1/2 Abschnitt B/C,DB Station&Service,ACTIVE,available,ELEVATOR
1374,zu Gleis 10/11 Abschnitt B/C,DB Station&Service,INACTIVE,under construction,ELEVATOR
1374,zu Gleis 5/6 Abschnitt B/C,DB Station&Service,ACTIVE,available,ELEVATOR
1374,zu Gleis 8/9,DB Station&Service,ACTIVE,available,ESCALATOR
1374,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
1374,zu Gleis 3/4,DB Station&Service,INACTIVE,not available,ESCALATOR
1374,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ESCALATOR
1374,zu Gleis 12/13,DB Station&Service,INACTIVE,under construction,ESCALATOR
1374,zu Gleis 10/11,DB Station&Service,INACTIVE,under construction,ESCALATOR
1374,zu Gleis 8/9 Abschnitt B/C,DB Station&Service,ACTIVE,available,ELEVATOR
1374,zu Gleis 12/13 Abschnitt B/C,DB Station&Service,UNKNOWN,monitoring disrupted,ELEVATOR
1375,"Aufzug BSTG.1 ,GL. 1-2",DB Station&Service,ACTIVE,available,ELEVATOR
1377,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1379,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1389,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1389,zu Gleis 2,DB Station&Service,ACTIVE,available,ELEVATOR
1390,,DB Station&Service,ACTIVE,available,ELEVATOR
1392,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1392,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1392,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ELEVATOR
1399,Zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1400,zu Gleis 1,DB Station&Service,ACTIVE,available,ESCALATOR
1400,Zugang Gl. 4/5 aufwärts,DB Station&Service,ACTIVE,available,ESCALATOR
1400,Fahrtreppe aufwärts zu Gl. 6,DB Station&Service,ACTIVE,available,ESCALATOR
1400,Zugang Gl. 4/5 abwärts,DB Station&Service,ACTIVE,available,ESCALATOR
1400,zum Verteiler Bauwerk,DB Station&Service,ACTIVE,available,ESCALATOR
1400,Fahrtreppe abwärts zu Gl. 6,DB Station&Service,ACTIVE,available,ESCALATOR
1400,zu Gleis 6,DB Station&Service,ACTIVE,available,ELEVATOR
1400,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1400,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1401,zu Gleis 6/7,DB Station&Service,ACTIVE,available,ELEVATOR
1401,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1401,zu Gleis 13/14 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1401,zu Gleis 17/18,DB Station&Service,ACTIVE,available,ELEVATOR
1401,zu Gleis 19/20,DB Station&Service,ACTIVE,available,ELEVATOR
1401,zu Gleis 11/12 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1401,zu Gleis 15/16,DB Station&Service,INACTIVE,under maintenance,ELEVATOR
1401,zu Gleis 9/10,DB Station&Service,ACTIVE,available,ELEVATOR
1401,zu Gleis 15/16,DB Station&Service,ACTIVE,available,ESCALATOR
1401,zu Gleis 13/14 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1401,zu Gleis 11/12 (S-Bahn),DB Station&Service,UNKNOWN,monitoring disrupted,ESCALATOR
1401,zu Gleis 17/18,DB Station&Service,ACTIVE,available,ESCALATOR
1401,zu Gleis 11/12 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1401,zu Gleis 15/16,DB Station&Service,ACTIVE,available,ESCALATOR
1401,zu Gleis 13/14 (S-Bahn),DB Station&Service,INACTIVE,under maintenance,ESCALATOR
1401,zu Gleis 19/20,DB Station&Service,ACTIVE,available,ESCALATOR
1401,zu Gleis 19/20,DB Station&Service,INACTIVE,not available,ESCALATOR
1401,zu Gleis 17/18,DB Station&Service,ACTIVE,available,ESCALATOR
1403,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1403,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
1404,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1404,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
1405,zu Gleis 2,DB Station&Service,ACTIVE,available,ELEVATOR
1405,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1406,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1407,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1409,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1410,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1412,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1414,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1415,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
1419,zu Gleis 4,DB Station&Service,ACTIVE,available,ELEVATOR
1419,zu Gleis 3,DB Station&Service,ACTIVE,available,ELEVATOR
1420,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1431,zu Gleis 2,DB Station&Service,ACTIVE,available,ELEVATOR
1432,zu Gl. 2/3 und Überführung,DB Station&Service,ACTIVE,available,ELEVATOR
1432,zu Gleis 1 und Überführung,DB Station&Service,ACTIVE,available,ELEVATOR
1438,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1438,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
144,BSTG. 2 - GL.2/3/24,DB Station&Service,ACTIVE,available,ELEVATOR
144,BSTG. 1 - GL.1,DB Station&Service,ACTIVE,available,ELEVATOR
1444,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
1444,zu Gleis 2/3,DB Station&Service,ACTIVE,available,ELEVATOR
1444,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1446,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
145,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
1451,zu Gleis 1/2 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1451,zu Gleis 1/2 (S-Bahn),DB Station&Service,ACTIVE,available,ESCALATOR
1469,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
1469,zu Gleis 3,DB Station&Service,ACTIVE,available,ELEVATOR
1471,zu Gleis 1/2 (S-Bahn),DB Station&Service,ACTIVE,available,ELEVATOR
1479,zu Gleis 1 und 2,DB Station&Service,ACTIVE,available,ELEVATOR
148,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
