id,description,operatorname,state,stateExplanation,type
4762,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
4762,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
4762,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ESCALATOR
4762,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
4762,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ESCALATOR
4762,zu Terminal 1,DB Station&Service,ACTIVE,available,ELEVATOR
4763,zu Gleis 1/2,DB Station&Service,ACTIVE,available,ELEVATOR
4765,zu Gleis 3/4,DB Station&Service,ACTIVE,available,ELEVATOR
4765,zu Gleis 5/6,DB Station&Service,ACTIVE,available,ELEVATOR
4765,zu Gleis 7/8,DB Station&Service,ACTIVE,available,ELEVATOR
4765,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
4768,zu Gleis 4/5,DB Station&Service,ACTIVE,available,ELEVATOR
4770,Personenaufzug Bahnhofsbrücke Parkplatz 4 [Betreiber --> Stadt Leverkusen],Stadt Leverkusen,UNKNOWN,monitoring disrupted,ELEVATOR
4770,zu Gleis 1,DB Station&Service,ACTIVE,available,ELEVATOR
4770,zu Gleis 2/5,DB Station&Service,ACTIVE,available,ELEVATOR
